Country Name,Country Code,Indicator Name,Indicator Code,Year,Value
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,94.0
Canada,CAN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2022,94.0
Canada,CAN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2022,95.0
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,43637.38741629938
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,75.61131603
China,CHN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2022,75.2437
China,CHN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2022,75.9624
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,1317.3126560093472
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,91.62984383
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2022,90.4838
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2022,92.772
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,126884.0766467375
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,55.9
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,729.6920600448311
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,84.92343147
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2022,82.1328
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2022,87.8911
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,28934.068477720302
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,39.14720154
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,47.09369394600146
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,78.29319763
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,14989.946040625277
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,95.46530151
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,44399.8758057839
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2022,92.72850037
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2022,180224.39254297857
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,84.15060238
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2023,85.6558
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2023,82.5526
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,5628.662956828191
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,94.14530182
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,42601.59432344627
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,90.6
China,CHN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2023,77.3218
China,CHN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2023,77.6366
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,1508.3709621396315
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,92.4763763
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2023,91.4829
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2023,93.4711
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,139972.8023271935
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,60.25230026
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,966.0825900668024
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,85.00990295
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,31701.71218066017
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,40.06399918
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,47.59899868768152
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,78.33670044
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,14786.99173883396
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,95.44719696
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,47330.95467413828
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,93.52559662
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2023,186721.2819126467
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,84.46347227
Brazil,BRA,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2024,83.7948
Brazil,BRA,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2024,85.1736
Brazil,BRA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,6941.1740804500605
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,94.353302
Canada,CAN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,39738.03805403229
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,92.0
China,CHN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,1413.3210312461188
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,93.49999579
Germany,DEU,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2024,92.9785
Germany,DEU,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2024,94.0199
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,152113.84401181212
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,64.9434967
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,1212.4416606937227
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,85.54153081
Japan,JPN,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2024,82.645
Japan,JPN,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2024,88.6246
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,32928.75808373262
Nigeria,NGA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,41.21139908
Nigeria,NGA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,98.36277868905998
South Africa,ZAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,78.35759735
South Africa,ZAF,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,16658.238706850218
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,95.4720993
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,68394.85573245189
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2024,94.69380188
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2024,196616.10131959792
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025,91.6
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,2025,70.0
India,IND,"Individuals using the Internet, female (% of female population)",IT.NET.USER.FE.ZS,2025,63.1
India,IND,"Individuals using the Internet, male (% of male population)",IT.NET.USER.MA.ZS,2025,76.7
